Status_of_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate,Other_debtors,Present_residence_since,Property,Age,Other_installment_plans,Housing,Number_of_existing_credits,Job,Number_of_people_liable,Telephone,Foreign_worker,is_privileged,Risk,sex,age_cat
1.0,-0.2408572253028645,2.0,3.0,-0.4775266678671567,4.0,1.0,0.9184771676276684,0.0,2.0,0.0,-1.1914039404570154,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
0.0,-0.90460431535554,4.0,0.0,-0.6302917610050297,0.0,2.0,0.9184771676276684,0.0,1.0,1.0,-0.4877843092997643,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.738667542842371,2.0,4.0,-0.9110109112723046,0.0,2.0,0.9184771676276684,0.0,1.0,0.0,0.3917402296467996,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,1
1.0,-0.90460431535554,2.0,5.0,-0.9879251228985656,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
1.0,-0.90460431535554,4.0,1.0,-0.6657360981599887,0.0,0.0,0.9184771676276684,0.0,1.0,2.0,-0.3998318554051079,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.738667542842371,4.0,0.0,0.0807216423234466,0.0,2.0,0.0241469167730741,1.0,1.0,0.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
1.0,1.7503840448551615,2.0,0.0,1.5619404920291808,4.0,3.0,-1.7645135849361149,0.0,1.0,2.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0
0.0,0.7547634097761486,3.0,7.0,0.646767706688141,0.0,2.0,0.9184771676276684,0.0,2.0,1.0,-0.6636892170890771,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,1
3.0,-0.738667542842371,2.0,3.0,-0.4814255449542021,0.0,1.0,-0.8701833340815202,0.0,2.0,1.0,-0.6636892170890771,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.5727307703292022,2.0,3.0,-0.6423428356377158,0.0,2.0,0.9184771676276684,0.0,3.0,3.0,0.039930414068174,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,2.2481943623946683,2.0,4.0,1.788784249820918,1.0,3.0,-0.8701833340815202,0.0,3.0,0.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
3.0,-0.738667542842371,4.0,4.0,-0.7199659340070759,4.0,4.0,0.9184771676276684,0.0,1.0,0.0,0.2158353218574868,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
3.0,0.0080479334668887,3.0,1.0,1.5619404920291808,3.0,2.0,-0.8701833340815202,0.0,1.0,2.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-0.90460431535554,2.0,4.0,-0.908175364299908,2.0,2.0,0.9184771676276684,0.0,2.0,0.0,0.6555975913307688,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2
1.0,-0.738667542842371,4.0,4.0,-0.4775266678671567,4.0,3.0,0.9184771676276684,2.0,1.0,0.0,-0.3118794015104515,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
2.0,-0.738667542842371,2.0,4.0,-0.492767732843789,0.0,2.0,-0.8701833340815202,0.0,1.0,2.0,0.7435500452254252,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1
2.0,-1.2364778603818776,2.0,0.0,-0.908175364299908,3.0,1.0,-0.8701833340815202,0.0,1.0,0.0,-1.1914039404570154,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3,1
1.0,1.2525737273156552,2.0,4.0,0.5400802518517146,0.0,1.0,0.9184771676276684,0.0,0.0,3.0,-0.4877843092997643,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1,1
0.0,0.0080479334668887,2.0,4.0,-0.2864816906019279,0.0,2.0,0.0241469167730741,0.0,1.0,2.0,-0.6636892170890771,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.5727307703292022,2.0,3.0,-0.5154521086229628,0.0,2.0,-0.8701833340815202,0.0,1.0,2.0,-1.1914039404570154,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,0
3.0,-0.2408572253028645,4.0,3.0,-0.5952018672216204,0.0,1.0,0.9184771676276684,0.0,3.0,1.0,-1.1914039404570154,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
1.0,1.7503840448551615,1.0,9.0,-0.2099219223472166,1.0,3.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-1.2364778603818776,4.0,0.0,-0.8546544151959198,0.0,4.0,-1.7645135849361149,0.0,3.0,3.0,0.3037877757521432,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
3.0,-0.90460431535554,4.0,0.0,-0.950354125514309,1.0,3.0,0.9184771676276684,0.0,2.0,2.0,0.2158353218574868,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1,2
0.0,0.7547634097761486,4.0,3.0,0.1888268706460714,0.0,2.0,0.0241469167730741,2.0,1.0,1.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.5727307703292022,4.0,4.0,-0.694800454627055,3.0,4.0,0.9184771676276684,0.0,3.0,2.0,0.039930414068174,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,-1.2364778603818776,2.0,4.0,-0.7454858567586463,1.0,4.0,-0.8701833340815202,0.0,3.0,3.0,-0.1359744937211387,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.9875727016121244,2.0,4.0,-0.6597105608436457,0.0,2.0,-1.7645135849361149,0.0,3.0,1.0,-0.2239269476157951,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2,1
2.0,0.7547634097761486,2.0,4.0,0.2462466968371049,0.0,2.0,0.9184771676276684,0.0,0.0,2.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,0
1.0,0.2569530922366421,4.0,1.0,1.590295961753148,3.0,4.0,-0.8701833340815202,0.0,3.0,3.0,-0.6636892170890771,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
1.0,-0.0749204527896956,3.0,9.0,0.6956808919619843,1.0,3.0,0.9184771676276684,0.0,3.0,2.0,-0.3118794015104515,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.90460431535554,2.0,3.0,-0.7780946469412086,0.0,2.0,-0.8701833340815202,0.0,3.0,2.0,-1.3673088482463285,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
0.0,-1.0705410878687087,4.0,5.0,-0.7692335626524688,1.0,4.0,0.0241469167730741,2.0,3.0,0.0,0.1278828679628304,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2,2
0.0,-0.738667542842371,1.0,8.0,-1.0393194117732558,0.0,4.0,0.9184771676276684,0.0,0.0,2.0,0.8315024991200816,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,1
1.0,-0.0749204527896956,2.0,0.0,-0.2357962884703367,1.0,3.0,-0.8701833340815202,0.0,2.0,2.0,-0.2239269476157951,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-1.2364778603818776,4.0,4.0,-0.6625461078160424,4.0,2.0,-1.7645135849361149,0.0,1.0,0.0,-0.3998318554051079,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.0749204527896956,4.0,4.0,-0.4261323789924662,1.0,4.0,0.0241469167730741,0.0,3.0,0.0,-0.3118794015104515,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.2408572253028645,4.0,0.0,-0.7855379577437499,0.0,1.0,0.9184771676276684,0.0,0.0,1.0,-0.4877843092997643,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
3.0,-0.738667542842371,2.0,4.0,-0.7855379577437499,2.0,3.0,0.9184771676276684,0.0,2.0,1.0,-0.3118794015104515,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,-0.9875727016121244,2.0,0.0,0.7662151229003527,0.0,0.0,-0.8701833340815202,0.0,3.0,3.0,0.8315024991200816,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,2
3.0,0.7547634097761486,2.0,0.0,-0.88903542223623,2.0,4.0,0.9184771676276684,0.0,3.0,1.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-1.2364778603818776,2.0,3.0,-0.4123090875020322,2.0,2.0,-1.7645135849361149,0.0,1.0,2.0,-0.3998318554051079,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.2408572253028645,2.0,3.0,-0.7586002615059811,0.0,0.0,0.9184771676276684,0.0,1.0,2.0,-0.2239269476157951,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
1.0,-0.9875727016121244,2.0,3.0,-0.694800454627055,3.0,1.0,0.9184771676276684,0.0,0.0,0.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0
3.0,-0.0749204527896956,2.0,3.0,-0.0557390557231452,0.0,3.0,-0.8701833340815202,0.0,3.0,1.0,-0.9275465787730462,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
1.0,-0.0749204527896956,4.0,9.0,-0.6590016741005464,0.0,4.0,0.9184771676276684,0.0,3.0,0.0,-0.4877843092997643,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0,1
0.0,-0.738667542842371,0.0,0.0,-0.8769843476035439,0.0,4.0,0.9184771676276684,0.0,2.0,2.0,-0.3998318554051079,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2,1
3.0,-0.738667542842371,2.0,3.0,-0.88903542223623,0.0,2.0,0.9184771676276684,0.0,0.0,0.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
1.0,0.2569530922366421,3.0,3.0,-0.4279045958502142,0.0,0.0,0.0241469167730741,0.0,1.0,1.0,-0.1359744937211387,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1,1
1.0,-1.1535094741252931,2.0,4.0,-0.7210292641217246,0.0,2.0,0.9184771676276684,2.0,1.0,0.0,-0.3998318554051079,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2,1
0.0,-0.2408572253028645,3.0,7.0,-0.2864816906019279,0.0,1.0,-0.8701833340815202,0.0,0.0,1.0,-0.9275465787730462,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
3.0,0.5058582510063954,1.0,1.0,1.019642133558309,4.0,0.0,0.9184771676276684,0.0,0.0,0.0,0.3037877757521432,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,2
0.0,-0.90460431535554,2.0,3.0,-0.498793270160132,0.0,2.0,-0.8701833340815202,0.0,0.0,2.0,-0.1359744937211387,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1
0.0,-1.2364778603818776,4.0,4.0,-1.0708648718411693,2.0,4.0,0.9184771676276684,0.0,3.0,2.0,0.2158353218574868,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,-0.90460431535554,2.0,4.0,-0.6458872693532116,0.0,3.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.2408572253028645,4.0,0.0,-1.0145083757647846,0.0,4.0,0.9184771676276684,0.0,3.0,0.0,0.6555975913307688,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,0.7547634097761486,3.0,9.0,1.723212226084244,0.0,1.0,-1.7645135849361149,0.0,0.0,2.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1
1.0,0.7547634097761486,3.0,9.0,0.0385428811090455,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-0.4877843092997643,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1
0.0,-0.2408572253028645,1.0,0.0,-0.6827493799943689,4.0,2.0,0.9184771676276684,0.0,1.0,1.0,-0.1359744937211387,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2,1
3.0,-0.0749204527896956,4.0,3.0,-0.1234377396891168,3.0,2.0,0.9184771676276684,0.0,3.0,0.0,0.1278828679628304,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
1.0,-0.5727307703292022,4.0,0.0,-0.8900987523508788,0.0,4.0,0.9184771676276684,0.0,3.0,2.0,-0.3118794015104515,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2,1
3.0,-0.738667542842371,4.0,4.0,-0.7383969893276545,0.0,2.0,0.9184771676276684,0.0,1.0,1.0,-0.4877843092997643,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-1.0705410878687087,1.0,1.0,0.1558636370919596,0.0,4.0,-0.8701833340815202,0.0,3.0,3.0,0.8315024991200816,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1,2
1.0,-0.5727307703292022,4.0,0.0,-0.8273622755866015,0.0,0.0,-0.8701833340815202,0.0,2.0,2.0,0.7435500452254252,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2
0.0,-0.90460431535554,2.0,4.0,-0.950354125514309,1.0,3.0,0.9184771676276684,0.0,0.0,1.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3,0
1.0,-0.2408572253028645,0.0,3.0,-0.0096614174216986,0.0,2.0,-1.7645135849361149,0.0,3.0,2.0,-0.2239269476157951,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
3.0,-0.0749204527896956,2.0,9.0,0.0807216423234466,3.0,2.0,-0.8701833340815202,0.0,2.0,1.0,0.3037877757521432,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2,2
1.0,1.7503840448551615,0.0,9.0,-0.1209566360882697,1.0,3.0,0.9184771676276684,0.0,3.0,3.0,-0.3998318554051079,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2,1
1.0,0.0080479334668887,2.0,9.0,-0.0787778748738685,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.3118794015104515,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2,1
3.0,-1.2364778603818776,2.0,4.0,-0.4123090875020322,0.0,3.0,-0.8701833340815202,0.0,1.0,0.0,-0.6636892170890771,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3,1
1.0,1.7503840448551615,2.0,4.0,-0.3899791550944081,1.0,2.0,0.9184771676276684,2.0,3.0,1.0,-1.3673088482463285,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,0
1.0,-0.9875727016121244,4.0,7.0,-0.627456214032633,0.0,4.0,-0.8701833340815202,0.0,2.0,2.0,-0.1359744937211387,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1,1
3.0,-1.2364778603818776,4.0,4.0,-0.6696349752470342,0.0,2.0,-1.7645135849361149,0.0,0.0,2.0,-0.9275465787730462,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
1.0,-0.738667542842371,2.0,3.0,-0.8224000683849072,1.0,1.0,0.9184771676276684,0.0,3.0,2.0,-1.1914039404570154,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
1.0,-0.0749204527896956,2.0,1.0,-0.4658300366060202,4.0,4.0,0.9184771676276684,0.0,3.0,3.0,-0.3118794015104515,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,-0.5727307703292022,3.0,3.0,0.0303906835634049,0.0,4.0,0.9184771676276684,0.0,2.0,3.0,-0.1359744937211387,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1
3.0,-1.0705410878687087,4.0,7.0,-0.8844276584060854,2.0,4.0,0.9184771676276684,0.0,1.0,2.0,0.2158353218574868,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
0.0,-0.738667542842371,2.0,0.0,-0.7454858567586463,0.0,2.0,0.9184771676276684,0.0,2.0,0.0,-1.1914039404570154,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,1
3.0,0.0080479334668887,3.0,9.0,0.1558636370919596,0.0,3.0,0.0241469167730741,0.0,3.0,2.0,-0.9275465787730462,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.90460431535554,2.0,8.0,-0.88903542223623,0.0,3.0,0.9184771676276684,0.0,3.0,1.0,-1.3673088482463285,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3,0
3.0,-0.90460431535554,4.0,0.0,-0.7167759436631296,0.0,4.0,0.9184771676276684,0.0,0.0,0.0,-0.2239269476157951,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2,1
0.0,0.5058582510063954,4.0,1.0,1.8029619846829017,0.0,4.0,0.0241469167730741,0.0,3.0,3.0,-0.2239269476157951,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.90460431535554,4.0,3.0,-0.6590016741005464,0.0,4.0,0.9184771676276684,0.0,3.0,0.0,-0.0480220398264823,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,-0.90460431535554,4.0,4.0,-0.7199659340070759,0.0,3.0,0.9184771676276684,0.0,2.0,1.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.0749204527896956,2.0,9.0,0.5400802518517146,0.0,2.0,-0.8701833340815202,0.0,1.0,2.0,-1.3673088482463285,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0
3.0,-0.90460431535554,2.0,1.0,-0.726700358066518,3.0,3.0,0.0241469167730741,0.0,1.0,1.0,0.3037877757521432,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2,2
3.0,-1.0705410878687087,4.0,4.0,-0.3846625045211642,4.0,2.0,-1.7645135849361149,0.0,1.0,0.0,-0.3998318554051079,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2,1
3.0,1.2525737273156552,2.0,4.0,0.1998146151641087,4.0,4.0,-0.8701833340815202,0.0,3.0,0.0,0.8315024991200816,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1
0.0,0.0080479334668887,0.0,9.0,0.1888268706460714,0.0,0.0,-0.8701833340815202,0.0,3.0,1.0,0.1278828679628304,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2,2
2.0,0.5058582510063954,3.0,9.0,-0.6621916644444927,0.0,4.0,0.9184771676276684,0.0,3.0,0.0,0.6555975913307688,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,2
3.0,0.7547634097761486,4.0,4.0,-0.3073938495233537,4.0,4.0,0.9184771676276684,0.0,1.0,2.0,0.2158353218574868,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
1.0,-1.2364778603818776,4.0,8.0,-0.8291344924443494,4.0,3.0,-1.7645135849361149,0.0,2.0,1.0,0.3037877757521432,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1
0.0,-0.5727307703292022,0.0,9.0,-0.3630414588566393,0.0,3.0,0.0241469167730741,0.0,0.0,1.0,-0.4877843092997643,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
2.0,0.7547634097761486,2.0,4.0,-0.0901200627634554,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-1.1914039404570154,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,0
0.0,-0.0749204527896956,2.0,3.0,-0.3906880418375072,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-0.9275465787730462,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
3.0,-0.9875727016121244,2.0,0.0,-0.7383969893276545,0.0,2.0,-0.8701833340815202,0.0,3.0,2.0,0.6555975913307688,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,2
1.0,-0.738667542842371,2.0,4.0,-0.9379486075100734,0.0,1.0,0.9184771676276684,2.0,0.0,0.0,-1.3673088482463285,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,1
0.0,-0.90460431535554,2.0,7.0,-0.8266533888435023,4.0,2.0,0.9184771676276684,0.0,3.0,1.0,-1.1914039404570154,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
3.0,-0.90460431535554,2.0,4.0,-0.9379486075100734,0.0,2.0,0.9184771676276684,0.0,1.0,0.0,-0.4877843092997643,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.0749204527896956,3.0,9.0,-0.4123090875020322,4.0,2.0,0.9184771676276684,0.0,3.0,0.0,-0.3998318554051079,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.738667542842371,2.0,1.0,0.1129759891344593,0.0,2.0,0.0241469167730741,0.0,1.0,2.0,-0.4877843092997643,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,0.7547634097761486,0.0,5.0,-0.4931221762153386,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,1.7503840448551615,2.0,4.0,2.1715830910944747,3.0,3.0,-1.7645135849361149,1.0,1.0,3.0,-0.6636892170890771,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2,1
0.0,-0.90460431535554,2.0,3.0,1.2358525902035586,0.0,4.0,0.9184771676276684,0.0,3.0,3.0,0.3037877757521432,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2,2
3.0,-1.0705410878687087,2.0,4.0,-0.7181937171493279,0.0,3.0,0.9184771676276684,0.0,1.0,2.0,-1.1914039404570154,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,0
0.0,-0.0749204527896956,2.0,3.0,-0.352053714338602,0.0,1.0,0.9184771676276684,0.0,0.0,3.0,-1.1914039404570154,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,0
2.0,0.7547634097761486,2.0,4.0,0.0275551365910082,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
3.0,-1.0705410878687087,2.0,0.0,-0.508363241191971,2.0,4.0,-0.8701833340815202,0.0,3.0,3.0,0.2158353218574868,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,-0.90460431535554,2.0,4.0,-0.6267473272895339,1.0,3.0,0.0241469167730741,0.0,0.0,3.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-0.5727307703292022,2.0,4.0,-0.8936431860663747,0.0,2.0,0.9184771676276684,2.0,1.0,0.0,-0.9275465787730462,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0
3.0,-1.4024146328950464,4.0,4.0,-0.7018893220580468,0.0,3.0,-0.8701833340815202,0.0,0.0,0.0,-0.1359744937211387,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.0749204527896956,2.0,4.0,-0.6675083150177367,0.0,0.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2,1
1.0,-1.2364778603818776,2.0,0.0,3.439781474498905,4.0,0.0,-1.7645135849361149,0.0,1.0,1.0,-1.1914039404570154,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0
1.0,-0.2408572253028645,2.0,9.0,-0.4629944896336235,1.0,4.0,0.9184771676276684,0.0,1.0,2.0,0.5676451374361124,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2
3.0,-0.738667542842371,4.0,4.0,-0.7018893220580468,0.0,2.0,0.9184771676276684,0.0,1.0,1.0,-0.0480220398264823,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
0.0,0.5058582510063954,2.0,4.0,-0.506591024334223,0.0,4.0,-1.7645135849361149,2.0,2.0,1.0,-0.2239269476157951,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2,1
0.0,0.2569530922366421,2.0,0.0,-0.8351600297606924,4.0,4.0,0.9184771676276684,0.0,1.0,2.0,-0.6636892170890771,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
3.0,-1.2364778603818776,2.0,4.0,-0.6909015775400095,0.0,3.0,0.0241469167730741,0.0,1.0,1.0,0.2158353218574868,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2,2
0.0,1.7503840448551615,0.0,1.0,0.1129759891344593,0.0,4.0,0.0241469167730741,0.0,3.0,3.0,-0.9275465787730462,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2,0
3.0,-0.738667542842371,4.0,9.0,-0.7394603194423033,0.0,2.0,0.0241469167730741,0.0,1.0,0.0,-1.1914039404570154,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
3.0,-0.738667542842371,1.0,8.0,0.062290587002868,2.0,2.0,0.9184771676276684,0.0,2.0,0.0,-0.0480220398264823,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1,1
3.0,-0.0749204527896956,2.0,9.0,-0.7862468444868491,0.0,3.0,0.9184771676276684,0.0,0.0,0.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,0
3.0,-0.90460431535554,4.0,4.0,-0.9234164292765402,0.0,4.0,0.9184771676276684,0.0,3.0,0.0,0.2158353218574868,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,-1.2364778603818776,0.0,0.0,-0.8224000683849072,1.0,2.0,0.9184771676276684,0.0,0.0,3.0,-0.3118794015104515,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2,1
2.0,-0.0749204527896956,2.0,3.0,-0.6597105608436457,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
